base_date,emd_nm,pay_amt
2020-02-07,송산동,23642
2020-02-07,아라동,116717
2020-02-07,안덕면,34301
2020-02-07,애월읍,51464
2020-02-07,연동,186375
2020-02-07,영천동,15399
2020-02-07,예래동,15026
2020-02-07,오라동,54448
2020-02-07,외도동,89104
2020-02-07,용담1동,32551
2020-02-07,용담2동,58721
2020-02-07,이도1동,42477
2020-02-07,이도2동,219652
2020-02-07,이호동,19593
2020-02-07,일도1동,14738
2020-02-07,일도2동,149509
2020-02-07,정방동,24136
2020-02-07,조천읍,34180
2020-02-07,중문동,63255
2020-02-07,중앙동,50700
2020-02-07,천지동,44414
2020-02-07,표선면,21595
2020-02-07,한경면,16078
2020-02-07,한림읍,44011
2020-02-07,화북동,111032
2020-02-07,효돈동,4600
2020-02-08,건입동,39491
2020-02-08,구좌읍,18523
2020-02-08,남원읍,61908
2020-02-08,노형동,220699
2020-02-08,대륜동,47369
2020-02-08,대정읍,87627
2020-02-08,대천동,53519
2020-02-08,도두동,12746
2020-02-08,동홍동,117939
2020-02-08,봉개동,14089
2020-02-08,삼도1동,56594
2020-02-08,삼도2동,25974
2020-02-08,삼양동,87682
2020-02-08,서홍동,36747
2020-02-08,성산읍,37666
2020-02-08,송산동,22875
2020-02-08,아라동,112787
2020-02-08,안덕면,34209
2020-02-08,애월읍,58628
2020-02-08,연동,177844
2020-02-08,영천동,10220
2020-02-08,예래동,13369
2020-02-08,오라동,53884
2020-02-08,외도동,85845
2020-02-08,용담1동,34250
2020-02-08,용담2동,56955
2020-02-08,이도1동,51118
2020-02-08,이도2동,204471
2020-02-08,이호동,16887
2020-02-08,일도1동,15433
2020-02-08,일도2동,133752
2020-02-08,정방동,25758
2020-02-08,조천읍,35006
2020-02-08,중문동,58548
2020-02-08,중앙동,51815
2020-02-08,천지동,42174
2020-02-08,표선면,24988
2020-02-08,한경면,10177
2020-02-08,한림읍,47060
2020-02-08,화북동,102860
2020-02-08,효돈동,2085
2020-02-09,건입동,45669
2020-02-09,구좌읍,8066
2020-02-09,남원읍,21634
2020-02-09,노형동,195011
2020-02-09,대륜동,34567
2020-02-09,대정읍,103591
2020-02-09,대천동,29842
2020-02-09,도두동,16572
2020-02-09,동홍동,55857
2020-02-09,봉개동,18912
2020-02-09,삼도1동,70296
2020-02-09,삼도2동,22623
2020-02-09,삼양동,104551
2020-02-09,서홍동,16168
2020-02-09,성산읍,19378
2020-02-09,송산동,4728
2020-02-09,아라동,67515
2020-02-09,안덕면,37218
2020-02-09,애월읍,60489
2020-02-09,연동,97284
2020-02-09,영천동,3809
2020-02-09,예래동,15258
2020-02-09,오라동,63001
2020-02-09,외도동,89489
2020-02-09,용담1동,41875
2020-02-09,용담2동,63882
2020-02-09,이도1동,45167
2020-02-09,이도2동,231813
2020-02-09,이호동,21207
2020-02-09,일도1동,16358
2020-02-09,일도2동,175155
2020-02-09,정방동,12958
2020-02-09,조천읍,11718
2020-02-09,중문동,65797
2020-02-09,중앙동,19151
2020-02-09,천지동,15729
2020-02-09,표선면,9774
2020-02-09,한경면,13538
2020-02-09,한림읍,44836
2020-02-09,화북동,119275
2020-02-09,효돈동,1439
2020-02-10,건입동,51158
2020-02-10,구좌읍,20053
2020-02-10,남원읍,66481
2020-02-10,노형동,263705
2020-02-10,대륜동,56081
2020-02-10,대정읍,105911
2020-02-10,대천동,63921
2020-02-10,도두동,14982
2020-02-10,동홍동,134632
2020-02-10,봉개동,20814
2020-02-10,삼도1동,66092
2020-02-10,삼도2동,30288
2020-02-10,삼양동,112500
2020-02-10,서홍동,44080
2020-02-10,성산읍,45898
2020-02-10,송산동,23589
2020-02-10,아라동,130967
2020-02-10,안덕면,37598
2020-02-10,애월읍,61793
2020-02-10,연동,200263
2020-02-10,영천동,16368
2020-02-10,예래동,13560
2020-02-10,오라동,63044
2020-02-10,외도동,100587
2020-02-10,용담1동,40315
2020-02-10,용담2동,68639
2020-02-10,이도1동,44341
2020-02-10,이도2동,234177
2020-02-10,이호동,24202
2020-02-10,일도1동,17817
2020-02-10,일도2동,164461
2020-02-10,정방동,22947
2020-02-10,조천읍,31554
2020-02-10,중문동,66487
2020-02-10,중앙동,55897
2020-02-10,천지동,43874
2020-02-10,표선면,24231
2020-02-10,한경면,11005
2020-02-10,한림읍,49012
2020-02-10,화북동,120721
2020-02-10,효돈동,4527
2020-02-11,건입동,43870
2020-02-11,구좌읍,21241
2020-02-11,남원읍,51092
2020-02-11,노형동,250911
2020-02-11,대륜동,48285
2020-02-11,대정읍,110237
2020-02-11,대천동,47784
2020-02-11,도두동,13111
2020-02-11,동홍동,125238
2020-02-11,봉개동,16349
2020-02-11,삼도1동,67920
2020-02-11,삼도2동,33798
2020-02-11,삼양동,101413
2020-02-11,서홍동,39025
2020-02-11,성산읍,46675
2020-02-11,송산동,24984
2020-02-11,아라동,122371
2020-02-11,안덕면,36484
2020-02-11,애월읍,60552
2020-02-11,연동,192661
2020-02-11,영천동,14302
2020-02-11,예래동,12961
2020-02-11,오라동,58097
2020-02-11,외도동,98108
2020-02-11,용담1동,42607
2020-02-11,용담2동,63308
2020-02-11,이도1동,45628
2020-02-11,이도2동,231267
2020-02-11,이호동,27218
2020-02-11,일도1동,15365
2020-02-11,일도2동,169076
2020-02-11,정방동,19543
2020-02-11,조천읍,37811
2020-02-11,중문동,59186
2020-02-11,중앙동,53798
2020-02-11,천지동,41792
2020-02-11,표선면,23282
2020-02-11,한경면,13674
2020-02-11,한림읍,43520
2020-02-11,화북동,126443
2020-02-11,효돈동,4213
2020-02-12,건입동,35177
2020-02-12,구좌읍,18026
2020-02-12,남원읍,57563
2020-02-12,노형동,238124
2020-02-12,대륜동,47337
2020-02-12,대정읍,91507
2020-02-12,대천동,48679
2020-02-12,도두동,21668
2020-02-12,동홍동,117223
2020-02-12,봉개동,14336
2020-02-12,삼도1동,56069
2020-02-12,삼도2동,29879
2020-02-12,삼양동,99304
2020-02-12,서홍동,41060
2020-02-12,성산읍,46634
2020-02-12,송산동,22334
2020-02-12,아라동,112540
2020-02-12,안덕면,29891
2020-02-12,애월읍,51191
2020-02-12,연동,184330
2020-02-12,영천동,14236
2020-02-12,예래동,11586
2020-02-12,오라동,54770
2020-02-12,외도동,104547
2020-02-12,용담1동,31717
2020-02-12,용담2동,63369
2020-02-12,이도1동,41763
2020-02-12,이도2동,213463
2020-02-12,이호동,14670
2020-02-12,일도1동,15530
2020-02-12,일도2동,142438
2020-02-12,정방동,21447
2020-02-12,조천읍,31595
2020-02-12,중문동,55892
2020-02-12,중앙동,42676
2020-02-12,천지동,36317
2020-02-12,표선면,24457
2020-02-12,한경면,8661
2020-02-12,한림읍,41348
2020-02-12,화북동,114916
2020-02-12,효돈동,4485
2020-02-13,건입동,42266
2020-02-13,구좌읍,22555
2020-02-13,남원읍,74000
2020-02-13,노형동,276967
2020-02-13,대륜동,59017
2020-02-13,대정읍,109098
2020-02-13,대천동,59222
2020-02-13,도두동,13999
2020-02-13,동홍동,142986
2020-02-13,봉개동,16362
2020-02-13,삼도1동,70805
2020-02-13,삼도2동,33174
2020-02-13,삼양동,111171
2020-02-13,서홍동,48117
2020-02-13,성산읍,51562
2020-02-13,송산동,26835
2020-02-13,아라동,131249
2020-02-13,안덕면,37823
2020-02-13,애월읍,71301
2020-02-13,연동,207715
2020-02-13,영천동,15041
2020-02-13,예래동,17114
2020-02-13,오라동,58379
2020-02-13,외도동,99922
2020-02-13,용담1동,38984
2020-02-13,용담2동,65326
2020-02-13,이도1동,48055
2020-02-13,이도2동,247797
2020-02-13,이호동,23849
2020-02-13,일도1동,15068
2020-02-13,일도2동,159547
2020-02-13,정방동,25186
2020-02-13,조천읍,37039
2020-02-13,중문동,71466
2020-02-13,중앙동,56509
2020-02-13,천지동,50996
2020-02-13,표선면,27677
2020-02-13,한경면,14845
2020-02-13,한림읍,57625
2020-02-13,화북동,121888
2020-02-13,효돈동,4101
2020-02-14,건입동,41758
2020-02-14,구좌읍,21226
2020-02-14,남원읍,73971
2020-02-14,노형동,238959
2020-02-14,대륜동,53514
2020-02-14,대정읍,100147
2020-02-14,대천동,54617
2020-02-14,도두동,10684
2020-02-14,동홍동,129199
2020-02-14,봉개동,19562
2020-02-14,삼도1동,61473
2020-02-14,삼도2동,28099
2020-02-14,삼양동,103053
2020-02-14,서홍동,46204
2020-02-14,성산읍,48496
2020-02-14,송산동,26898
2020-02-14,아라동,112596
2020-02-14,안덕면,32434
2020-02-14,애월읍,53243
2020-02-14,연동,184310
2020-02-14,영천동,17463
2020-02-14,예래동,13141
2020-02-14,오라동,52172
2020-02-14,외도동,90828
2020-02-14,용담1동,37156
2020-02-14,용담2동,65267
2020-02-14,이도1동,46673
2020-02-14,이도2동,223170
2020-02-14,이호동,22810
2020-02-14,일도1동,19868
2020-02-14,일도2동,151664
2020-02-14,정방동,25950
2020-02-14,조천읍,37325
2020-02-14,중문동,69456
2020-02-14,중앙동,62856
2020-02-14,천지동,39121
2020-02-14,표선면,26887
2020-02-14,한경면,14155
2020-02-14,한림읍,45858
2020-02-14,화북동,108194
2020-02-14,효돈동,4406
2020-02-15,건입동,45097
2020-02-15,구좌읍,23416
2020-02-15,남원읍,72022
2020-02-15,노형동,244729
2020-02-15,대륜동,59461
2020-02-15,대정읍,97626
2020-02-15,대천동,59537
2020-02-15,도두동,16048
2020-02-15,동홍동,126693
2020-02-15,봉개동,14970
2020-02-15,삼도1동,63947
2020-02-15,삼도2동,39180
2020-02-15,삼양동,102722
2020-02-15,서홍동,39646
2020-02-15,성산읍,47122
2020-02-15,송산동,25850
2020-02-15,아라동,120650
2020-02-15,안덕면,36932
2020-02-15,애월읍,67103
2020-02-15,연동,190343
2020-02-15,영천동,14811
2020-02-15,예래동,17670
2020-02-15,오라동,59960
2020-02-15,외도동,94604
2020-02-15,용담1동,37585
2020-02-15,용담2동,64621
2020-02-15,이도1동,49414
2020-02-15,이도2동,238430
2020-02-15,이호동,22411
2020-02-15,일도1동,17778
2020-02-15,일도2동,158037
2020-02-15,정방동,23949
2020-02-15,조천읍,34608
2020-02-15,중문동,61073
2020-02-15,중앙동,55519
2020-02-15,천지동,41537
2020-02-15,표선면,22662
2020-02-15,한경면,10251
2020-02-15,한림읍,51201
2020-02-15,화북동,114468
2020-02-15,효돈동,3598
2020-02-16,건입동,37539
2020-02-16,구좌읍,18647
2020-02-16,남원읍,59089
2020-02-16,노형동,237246
2020-02-16,대륜동,54063
2020-02-16,대정읍,90069
2020-02-16,대천동,53820
2020-02-16,도두동,16514
2020-02-16,동홍동,119721
2020-02-16,봉개동,13827
2020-02-16,삼도1동,57179
2020-02-16,삼도2동,28081
2020-02-16,삼양동,93955
2020-02-16,서홍동,40403
2020-02-16,성산읍,35500
2020-02-16,송산동,20514
2020-02-16,아라동,115080
2020-02-16,안덕면,29755
2020-02-16,애월읍,52569
2020-02-16,연동,179921
2020-02-16,영천동,12929
2020-02-16,예래동,10102
2020-02-16,오라동,58435
2020-02-16,외도동,95210
2020-02-16,용담1동,30435
2020-02-16,용담2동,56479
2020-02-16,이도1동,38558
2020-02-16,이도2동,220176
2020-02-16,이호동,21272
2020-02-16,일도1동,18482
2020-02-16,일도2동,149714
2020-02-16,정방동,25282
2020-02-16,조천읍,28923
2020-02-16,중문동,54449
2020-02-16,중앙동,42650
2020-02-16,천지동,30479
2020-02-16,표선면,24239
2020-02-16,한경면,9824
2020-02-16,한림읍,38556
2020-02-16,화북동,101755
2020-02-16,효돈동,3570
2020-02-17,건입동,34633
2020-02-17,구좌읍,15262
2020-02-17,남원읍,51492
2020-02-17,노형동,203388
2020-02-17,대륜동,38949
2020-02-17,대정읍,72682
2020-02-17,대천동,44453
2020-02-17,도두동,18648
2020-02-17,동홍동,104931
2020-02-17,봉개동,9987
2020-02-17,삼도1동,44824
2020-02-17,삼도2동,26477
2020-02-17,삼양동,87689
2020-02-17,서홍동,30115
2020-02-17,성산읍,28280
2020-02-17,송산동,20747
2020-02-17,아라동,93424
2020-02-17,안덕면,25425
2020-02-17,애월읍,39314
2020-02-17,연동,152856
2020-02-17,영천동,12363
2020-02-17,예래동,7183
2020-02-17,오라동,43233
2020-02-17,외도동,75142
2020-02-17,용담1동,26400
2020-02-17,용담2동,43825
2020-02-17,이도1동,30201
2020-02-17,이도2동,175101
2020-02-17,이호동,16778
2020-02-17,일도1동,14567
2020-02-17,일도2동,118999
2020-02-17,정방동,15660
2020-02-17,조천읍,20952
2020-02-17,중문동,47310
2020-02-17,중앙동,43961
2020-02-17,천지동,31941
2020-02-17,표선면,20214
2020-02-17,한경면,5496
2020-02-17,한림읍,28789
2020-02-17,화북동,93363
2020-02-17,효돈동,2790
2020-02-18,건입동,49780
2020-02-18,구좌읍,22955
2020-02-18,남원읍,75622
2020-02-18,노형동,280793
2020-02-18,대륜동,61907
2020-02-18,대정읍,113793
2020-02-18,대천동,58771
2020-02-18,도두동,15197
2020-02-18,동홍동,129609
2020-02-18,봉개동,17103
2020-02-18,삼도1동,72907
2020-02-18,삼도2동,38716
2020-02-18,삼양동,123127
2020-02-18,서홍동,49145
2020-02-18,성산읍,52442
2020-02-18,송산동,27287
2020-02-18,아라동,138156
2020-02-18,안덕면,49215
2020-02-18,애월읍,80328
2020-02-18,연동,205506
2020-02-18,영천동,18107
2020-02-18,예래동,19695
2020-02-18,오라동,67598
2020-02-18,외도동,112488
2020-02-18,용담1동,36641
2020-02-18,용담2동,72676
2020-02-18,이도1동,45467
2020-02-18,이도2동,249150
2020-02-18,이호동,26008
2020-02-18,일도1동,17083
2020-02-18,일도2동,180369
2020-02-18,정방동,24259
2020-02-18,조천읍,42091
2020-02-18,중문동,67002
2020-02-18,중앙동,54434
2020-02-18,천지동,44201
2020-02-18,표선면,23423
2020-02-18,한경면,13887
2020-02-18,한림읍,58197
2020-02-18,화북동,135992
2020-02-18,효돈동,5354
2020-02-19,건입동,39460
2020-02-19,구좌읍,21173
2020-02-19,남원읍,68066
2020-02-19,노형동,259037
2020-02-19,대륜동,57396
2020-02-19,대정읍,101799
2020-02-19,대천동,60182
2020-02-19,도두동,14759
2020-02-19,동홍동,128028
2020-02-19,봉개동,18299
2020-02-19,삼도1동,68060
2020-02-19,삼도2동,35172
2020-02-19,삼양동,105099
2020-02-19,서홍동,46342
2020-02-19,성산읍,52782
2020-02-19,송산동,24952
2020-02-19,아라동,122479
2020-02-19,안덕면,39889
2020-02-19,애월읍,63670
2020-02-19,연동,198847
2020-02-19,영천동,17573
2020-02-19,예래동,15607
2020-02-19,오라동,60671
2020-02-19,외도동,96252
2020-02-19,용담1동,37306
2020-02-19,용담2동,66793
2020-02-19,이도1동,46880
2020-02-19,이도2동,233595
2020-02-19,이호동,22876
2020-02-19,일도1동,22460
2020-02-19,일도2동,154191
2020-02-19,정방동,21522
2020-02-19,조천읍,39589
2020-02-19,중문동,78065
2020-02-19,중앙동,59579
2020-02-19,천지동,43315
2020-02-19,표선면,33428
2020-02-19,한경면,12326
2020-02-19,한림읍,53983
2020-02-19,화북동,119849
2020-02-19,효돈동,5056
2020-02-20,건입동,41882
2020-02-20,구좌읍,22620
2020-02-20,남원읍,65678
2020-02-20,노형동,249702
2020-02-20,대륜동,51779
2020-02-20,대정읍,97296
2020-02-20,대천동,58392
2020-02-20,도두동,11772
2020-02-20,동홍동,125480
2020-02-20,봉개동,18541
2020-02-20,삼도1동,64744
2020-02-20,삼도2동,30851
2020-02-20,삼양동,102360
2020-02-20,서홍동,44577
2020-02-20,성산읍,49850
2020-02-20,송산동,24038
2020-02-20,아라동,120611
2020-02-20,안덕면,40393
2020-02-20,애월읍,63417
2020-02-20,연동,186103
2020-02-20,영천동,13875
2020-02-20,예래동,15007
2020-02-20,오라동,59586
2020-02-20,외도동,99138
2020-02-20,용담1동,35515
2020-02-20,용담2동,60467
2020-02-20,이도1동,45072
2020-02-20,이도2동,220781
2020-02-20,이호동,22734
2020-02-20,일도1동,20425
2020-02-20,일도2동,149285
2020-02-20,정방동,20338
2020-02-20,조천읍,33221
2020-02-20,중문동,64141
2020-02-20,중앙동,55136
2020-02-20,천지동,38253
2020-02-20,표선면,25005
2020-02-20,한경면,12119
2020-02-20,한림읍,58175
2020-02-20,화북동,109146
2020-02-20,효돈동,3529
2020-02-21,건입동,37907
2020-02-21,구좌읍,21968
2020-02-21,남원읍,68910
2020-02-21,노형동,234262
2020-02-21,대륜동,52070
2020-02-21,대정읍,127828
2020-02-21,대천동,50164
2020-02-21,도두동,14107
2020-02-21,동홍동,114722
2020-02-21,봉개동,16200
2020-02-21,삼도1동,56741
2020-02-21,삼도2동,32434
2020-02-21,삼양동,103745
2020-02-21,서홍동,37500
2020-02-21,성산읍,52991
2020-02-21,송산동,26107
2020-02-21,아라동,111098
2020-02-21,안덕면,36085
2020-02-21,애월읍,61464
2020-02-21,연동,178966
2020-02-21,영천동,16484
2020-02-21,예래동,12419
2020-02-21,오라동,54467
2020-02-21,외도동,85621
2020-02-21,용담1동,33895
2020-02-21,용담2동,56384
2020-02-21,이도1동,48929
2020-02-21,이도2동,203923
2020-02-21,이호동,18900
2020-02-21,일도1동,17593
2020-02-21,일도2동,148419
2020-02-21,정방동,22233
2020-02-21,조천읍,36735
2020-02-21,중문동,57078
2020-02-21,중앙동,50183
2020-02-21,천지동,37384
2020-02-21,표선면,27254
2020-02-21,한경면,13487
2020-02-21,한림읍,48025
2020-02-21,화북동,107224
2020-02-21,효돈동,3076
2020-02-22,건입동,38441
2020-02-22,구좌읍,24179
2020-02-22,남원읍,71873
2020-02-22,노형동,242356
2020-02-22,대륜동,57911
2020-02-22,대정읍,101573
2020-02-22,대천동,55647
2020-02-22,도두동,23347
2020-02-22,동홍동,138180
2020-02-22,봉개동,16381
2020-02-22,삼도1동,63677
2020-02-22,삼도2동,30241
2020-02-22,삼양동,103261
2020-02-22,서홍동,40028
2020-02-22,성산읍,49495
2020-02-22,송산동,22405
2020-02-22,아라동,114845
2020-02-22,안덕면,37848
2020-02-22,애월읍,67727
2020-02-22,연동,194763
2020-02-22,영천동,12401
2020-02-22,예래동,16202
2020-02-22,오라동,56803
2020-02-22,외도동,89798
2020-02-22,용담1동,32786
2020-02-22,용담2동,59640
2020-02-22,이도1동,48493
2020-02-22,이도2동,215096
2020-02-22,이호동,19640
2020-02-22,일도1동,17624
2020-02-22,일도2동,151613
2020-02-22,정방동,22757
2020-02-22,조천읍,37889
2020-02-22,중문동,65527
2020-02-22,중앙동,54538
2020-02-22,천지동,41318
2020-02-22,표선면,27359
2020-02-22,한경면,14197
2020-02-22,한림읍,49838
2020-02-22,화북동,123514
2020-02-22,효돈동,2879
2020-02-23,건입동,48641
2020-02-23,구좌읍,24899
2020-02-23,남원읍,63146
2020-02-23,노형동,296661
2020-02-23,대륜동,63246
2020-02-23,대정읍,104681
2020-02-23,대천동,68801
2020-02-23,도두동,17656
2020-02-23,동홍동,147654
2020-02-23,봉개동,19206
2020-02-23,삼도1동,79014
2020-02-23,삼도2동,35347
2020-02-23,삼양동,135487
2020-02-23,서홍동,46346
2020-02-23,성산읍,50431
2020-02-23,송산동,20449
2020-02-23,아라동,151624
2020-02-23,안덕면,40053
2020-02-23,애월읍,75302
2020-02-23,연동,227257
2020-02-23,영천동,17006
2020-02-23,예래동,14695
2020-02-23,오라동,76850
2020-02-23,외도동,124057
2020-02-23,용담1동,41395
2020-02-23,용담2동,74171
2020-02-23,이도1동,47077
2020-02-23,이도2동,284703
2020-02-23,이호동,26203
2020-02-23,일도1동,18050
2020-02-23,일도2동,201399
2020-02-23,정방동,21824
2020-02-23,조천읍,41928
2020-02-23,중문동,60259
2020-02-23,중앙동,52390
2020-02-23,천지동,35479
2020-02-23,표선면,21961
2020-02-23,한경면,16334
2020-02-23,한림읍,52465
2020-02-23,화북동,139362
2020-02-23,효돈동,4598
2020-02-24,건입동,44671
2020-02-24,구좌읍,24772
2020-02-24,남원읍,74694
2020-02-24,노형동,237676
2020-02-24,대륜동,54532
2020-02-24,대정읍,86238
2020-02-24,대천동,61486
2020-02-24,도두동,15698
2020-02-24,동홍동,137832
2020-02-24,봉개동,15147
2020-02-24,삼도1동,60459
2020-02-24,삼도2동,28392
2020-02-24,삼양동,120842
2020-02-24,서홍동,47398
2020-02-24,성산읍,47837
2020-02-24,송산동,25749
2020-02-24,아라동,126492
2020-02-24,안덕면,27442
2020-02-24,애월읍,45378
2020-02-24,연동,201287
2020-02-24,영천동,17107
2020-02-24,예래동,17667
2020-02-24,오라동,61226
2020-02-24,외도동,99467
2020-02-24,용담1동,35877
2020-02-24,용담2동,66441
2020-02-24,이도1동,49703
2020-02-24,이도2동,247121
2020-02-24,이호동,20726
2020-02-24,일도1동,15837
2020-02-24,일도2동,168233
2020-02-24,정방동,16897
2020-02-24,조천읍,34050
2020-02-24,중문동,61172
2020-02-24,중앙동,59288
2020-02-24,천지동,43509
2020-02-24,표선면,28345
2020-02-24,한경면,10962
2020-02-24,한림읍,32858
2020-02-24,화북동,124601
2020-02-24,효돈동,4871
2020-02-25,건입동,42462
2020-02-25,구좌읍,21526
2020-02-25,남원읍,53274
2020-02-25,노형동,262349
2020-02-25,대륜동,49407
2020-02-25,대정읍,93755
2020-02-25,대천동,53892
2020-02-25,도두동,14561
2020-02-25,동홍동,125568
2020-02-25,봉개동,16392
2020-02-25,삼도1동,64731
2020-02-25,삼도2동,32444
2020-02-25,삼양동,109884
2020-02-25,서홍동,42046
2020-02-25,성산읍,38381
2020-02-25,송산동,22858
2020-02-25,아라동,125226
2020-02-25,안덕면,31026
2020-02-25,애월읍,60081
2020-02-25,연동,188316
2020-02-25,영천동,11045
2020-02-25,예래동,12542
2020-02-25,오라동,61432
2020-02-25,외도동,97764
2020-02-25,용담1동,35630
2020-02-25,용담2동,57275
2020-02-25,이도1동,47221
2020-02-25,이도2동,227319
2020-02-25,이호동,20694
2020-02-25,일도1동,20759
2020-02-25,일도2동,157710
2020-02-25,정방동,21478
2020-02-25,조천읍,37734
2020-02-25,중문동,56508
2020-02-25,중앙동,48620
2020-02-25,천지동,35414
2020-02-25,표선면,20949
2020-02-25,한경면,11926
2020-02-25,한림읍,43904
2020-02-25,화북동,121541
2020-02-25,효돈동,4109
2020-02-26,건입동,40277
2020-02-26,구좌읍,24300
2020-02-26,남원읍,65832
2020-02-26,노형동,253701
2020-02-26,대륜동,61951
2020-02-26,대정읍,127010
2020-02-26,대천동,57715
2020-02-26,도두동,14753
2020-02-26,동홍동,131114
2020-02-26,봉개동,14401
2020-02-26,삼도1동,66289
2020-02-26,삼도2동,30846
2020-02-26,삼양동,111858
2020-02-26,서홍동,42069
2020-02-26,성산읍,50526
2020-02-26,송산동,23485
2020-02-26,아라동,127020
2020-02-26,안덕면,37810
2020-02-26,애월읍,61971
2020-02-26,연동,199832
2020-02-26,영천동,17133
2020-02-26,예래동,15413
2020-02-26,오라동,58298
2020-02-26,외도동,96812
2020-02-26,용담1동,39263
2020-02-26,용담2동,60015
2020-02-26,이도1동,49643
2020-02-26,이도2동,228857
2020-02-26,이호동,22024
2020-02-26,일도1동,19966
2020-02-26,일도2동,160656
2020-02-26,정방동,19431
2020-02-26,조천읍,33305
2020-02-26,중문동,61131
2020-02-26,중앙동,49060
2020-02-26,천지동,43220
2020-02-26,표선면,26319
2020-02-26,한경면,12013
2020-02-26,한림읍,51039
2020-02-26,화북동,122010
2020-02-26,효돈동,4322
2020-02-27,건입동,39256
2020-02-27,구좌읍,23785
2020-02-27,남원읍,55064
2020-02-27,노형동,261393
2020-02-27,대륜동,52110
2020-02-27,대정읍,98738
2020-02-27,대천동,56222
2020-02-27,도두동,23443
2020-02-27,동홍동,131601
2020-02-27,봉개동,15974
2020-02-27,삼도1동,64363
2020-02-27,삼도2동,35358
2020-02-27,삼양동,113963
2020-02-27,서홍동,39378
2020-02-27,성산읍,41116
2020-02-27,송산동,23306
2020-02-27,아라동,120282
2020-02-27,안덕면,33146
2020-02-27,애월읍,66641
2020-02-27,연동,200587
2020-02-27,영천동,13026
2020-02-27,예래동,12396
2020-02-27,오라동,60310
2020-02-27,외도동,101786
2020-02-27,용담1동,33333
2020-02-27,용담2동,63394
2020-02-27,이도1동,48122
2020-02-27,이도2동,230126
2020-02-27,이호동,19575
2020-02-27,일도1동,17205
2020-02-27,일도2동,159282
2020-02-27,정방동,23311
2020-02-27,조천읍,38365
2020-02-27,중문동,56578
2020-02-27,중앙동,50725
2020-02-27,천지동,36775
2020-02-27,표선면,24748
2020-02-27,한경면,11134
2020-02-27,한림읍,56117
2020-02-27,화북동,120363
2020-02-27,효돈동,3045
2020-02-28,건입동,29487
2020-02-28,구좌읍,17067
2020-02-28,남원읍,58951
2020-02-28,노형동,212643
2020-02-28,대륜동,48574
2020-02-28,대정읍,92407
2020-02-28,대천동,43718
2020-02-28,도두동,14271
2020-02-28,동홍동,98896
2020-02-28,봉개동,12100
2020-02-28,삼도1동,50829
2020-02-28,삼도2동,26621
2020-02-28,삼양동,81261
2020-02-28,서홍동,33612
2020-02-28,성산읍,36700
2020-02-28,송산동,17835
2020-02-28,아라동,102785
2020-02-28,안덕면,33188
2020-02-28,애월읍,49154
2020-02-28,연동,169431
2020-02-28,영천동,14461
2020-02-28,예래동,12474
2020-02-28,오라동,46407
2020-02-28,외도동,83081
2020-02-28,용담1동,31963
2020-02-28,용담2동,48060
2020-02-28,이도1동,41666
2020-02-28,이도2동,186243
2020-02-28,이호동,16508
2020-02-28,일도1동,12845
2020-02-28,일도2동,126788
2020-02-28,정방동,17166
2020-02-28,조천읍,33545
2020-02-28,중문동,51511
2020-02-28,중앙동,41208
2020-02-28,천지동,32951
2020-02-28,표선면,15644
2020-02-28,한경면,8991
2020-02-28,한림읍,41536
2020-02-28,화북동,95430
2020-02-28,효돈동,2692
2020-02-29,건입동,38756
2020-02-29,구좌읍,19559
2020-02-29,남원읍,58233
2020-02-29,노형동,237457
2020-02-29,대륜동,53420
2020-02-29,대정읍,102845
2020-02-29,대천동,52445
2020-02-29,도두동,11706
2020-02-29,동홍동,120857
2020-02-29,봉개동,16045
2020-02-29,삼도1동,57356
2020-02-29,삼도2동,29059
2020-02-29,삼양동,95087
2020-02-29,서홍동,42767
2020-02-29,성산읍,43738
2020-02-29,송산동,24291
2020-02-29,아라동,118751
2020-02-29,안덕면,32730
2020-02-29,애월읍,50815
2020-02-29,연동,177651
2020-02-29,영천동,13974
2020-02-29,예래동,11209
2020-02-29,오라동,56805
2020-02-29,외도동,92777
2020-02-29,용담1동,28951
2020-02-29,용담2동,55329
2020-02-29,이도1동,45602
2020-02-29,이도2동,205174
2020-02-29,이호동,15399
2020-02-29,일도1동,14960
2020-02-29,일도2동,145271
2020-02-29,정방동,20218
2020-02-29,조천읍,32604
2020-02-29,중문동,61866
2020-02-29,중앙동,55348
2020-02-29,천지동,33316
2020-02-29,표선면,19058
2020-02-29,한경면,10449
2020-02-29,한림읍,53593
2020-02-29,화북동,126278
2020-02-29,효돈동,2118
2020-03-01,건입동,42731
2020-03-01,구좌읍,25348
2020-03-01,남원읍,67302
2020-03-01,노형동,272300
2020-03-01,대륜동,67154
2020-03-01,대정읍,127073
2020-03-01,대천동,63594
2020-03-01,도두동,19010
2020-03-01,동홍동,153084
2020-03-01,봉개동,16334
2020-03-01,삼도1동,70479
2020-03-01,삼도2동,33193
2020-03-01,삼양동,131313
2020-03-01,서홍동,47417
2020-03-01,성산읍,46153
2020-03-01,송산동,24386
2020-03-01,아라동,136489
2020-03-01,안덕면,36271
2020-03-01,애월읍,66825
2020-03-01,연동,204838
2020-03-01,영천동,14184
2020-03-01,예래동,14507
2020-03-01,오라동,68120
2020-03-01,외도동,118141
2020-03-01,용담1동,32502
2020-03-01,용담2동,68466
2020-03-01,이도1동,46914
2020-03-01,이도2동,261018
2020-03-01,이호동,24466
